OrderID,OrderDate,Market,Country,ISO3,Segment,Category,SubCategory,Quantity,Discount,Sales,Profit
ORD-106713,2023-10-12,APAC,China,CHN,Corporate,Furniture,Furnishings,3,0.1,190.56,20.12
ORD-115891,2023-10-12,APAC,China,CHN,Consumer,Technology,Copiers,4,0.2,3654.2,175.95
ORD-118091,2023-10-12,Europe,France,FRA,Home Office,Technology,Copiers,7,0.2,12036.36,973.36
ORD-119734,2023-10-12,US,United States,USA,Consumer,Technology,Machines,8,0.0,13004.72,998.86
ORD-110856,2023-10-12,Europe,Italy,ITA,Consumer,Technology,Phones,7,0.3,8743.77,-673.11
ORD-116616,2023-10-12,APAC,India,IND,Consumer,Furniture,Furnishings,6,0.0,668.52,84.9
ORD-115704,2023-10-12,Africa,Nigeria,NGA,Home Office,Furniture,Chairs,2,0.0,519.18,40.85
ORD-112414,2023-10-12,Middle East,United Arab Emirates,ARE,Consumer,Office Supplies,Paper,4,0.0,162.84,40.03
ORD-103769,2023-10-12,Africa,South Africa,ZAF,Consumer,Office Supplies,Labels,8,0.0,33.04,5.53
ORD-104857,2023-10-12,Europe,Germany,DEU,Consumer,Furniture,Chairs,8,0.0,4620.48,406.01
ORD-100095,2023-10-12,US,United States,USA,Corporate,Technology,Copiers,5,0.0,3607.5,628.35
ORD-100585,2023-10-13,US,United States,USA,Consumer,Technology,Accessories,8,0.2,1077.52,93.62
ORD-104934,2023-10-13,Africa,South Africa,ZAF,Home Office,Technology,Accessories,3,0.2,594.03,-0.58
ORD-112183,2023-10-13,Europe,Germany,DEU,Home Office,Technology,Copiers,4,0.2,7150.72,665.46
ORD-112606,2023-10-13,Europe,Germany,DEU,Consumer,Furniture,Tables,7,0.0,3134.18,-43.81
ORD-102529,2023-10-13,US,Canada,CAN,Home Office,Office Supplies,Art,3,0.3,125.7,-11.38
ORD-114268,2023-10-13,US,United States,USA,Consumer,Technology,Accessories,3,0.0,760.2,193.96
ORD-109502,2023-10-13,APAC,Australia,AUS,Corporate,Furniture,Furnishings,8,0.3,906.96,-9.44
ORD-101772,2023-10-13,Europe,France,FRA,Corporate,Office Supplies,Binders,7,0.0,46.41,7.97
ORD-101497,2023-10-13,Europe,Germany,DEU,Corporate,Furniture,Bookcases,1,0.0,261.39,20.79
ORD-111786,2023-10-14,APAC,India,IND,Consumer,Technology,Phones,5,0.0,2721.75,173.05
ORD-119832,2023-10-14,APAC,India,IND,Consumer,Technology,Phones,1,0.0,729.13,38.02
ORD-111368,2023-10-14,Europe,France,FRA,Consumer,Furniture,Tables,5,0.0,3932.9,-33.33
ORD-109948,2023-10-14,US,United States,USA,Consumer,Furniture,Bookcases,4,0.3,1732.48,-161.83
ORD-111945,2023-10-14,Europe,France,FRA,Consumer,Office Supplies,Appliances,4,0.0,1970.64,32.19
ORD-102428,2023-10-14,APAC,Australia,AUS,Corporate,Furniture,Tables,7,0.0,1550.08,-64.63
ORD-112795,2023-10-14,US,United States,USA,Corporate,Technology,Copiers,5,0.4,8032.05,-515.31
ORD-112114,2023-10-14,US,Canada,CAN,Corporate,Furniture,Tables,8,0.1,7162.4,-795.47
ORD-104938,2023-10-14,APAC,China,CHN,Consumer,Office Supplies,Binders,1,0.3,74.08,-2.05
ORD-119928,2023-10-14,US,United States,USA,Home Office,Furniture,Furnishings,5,0.0,796.1,168.49
ORD-113451,2023-10-14,US,United States,USA,Corporate,Office Supplies,Storage,5,0.0,1224.6,85.63
ORD-106794,2023-10-14,Europe,United Kingdom,GBR,Corporate,Technology,Machines,4,0.0,1019.4,93.16
ORD-106953,2023-10-14,US,United States,USA,Consumer,Technology,Machines,1,0.0,672.04,43.55
ORD-100019,2023-10-14,APAC,Australia,AUS,Corporate,Office Supplies,Paper,3,0.2,149.82,8.2
ORD-102042,2023-10-15,Europe,United Kingdom,GBR,Consumer,Office Supplies,Paper,3,0.0,100.77,21.24
ORD-112594,2023-10-15,Middle East,United Arab Emirates,ARE,Home Office,Office Supplies,Storage,3,0.2,416.13,1.85
ORD-109569,2023-10-15,APAC,Australia,AUS,Consumer,Technology,Accessories,5,0.3,1131.75,-4.7
ORD-105470,2023-10-15,LATAM,Argentina,ARG,Home Office,Office Supplies,Labels,1,0.1,29.79,3.53
ORD-101078,2023-10-15,APAC,China,CHN,Corporate,Office Supplies,Appliances,4,0.2,1910.36,-182.81
ORD-107084,2023-10-15,Europe,United Kingdom,GBR,Home Office,Technology,Machines,1,0.1,1701.78,-2.52
ORD-105305,2023-10-15,APAC,China,CHN,Consumer,Office Supplies,Appliances,8,0.0,965.44,2.62
ORD-107668,2023-10-15,APAC,Japan,JPN,Consumer,Office Supplies,Storage,4,0.2,866.04,36.24
ORD-101004,2023-10-15,APAC,China,CHN,Home Office,Furniture,Chairs,1,0.3,317.97,-37.2
ORD-118474,2023-10-15,Europe,Spain,ESP,Corporate,Furniture,Chairs,2,0.0,1106.26,73.86
ORD-118821,2023-10-15,Europe,United Kingdom,GBR,Consumer,Technology,Phones,1,0.2,470.62,-8.41
ORD-103115,2023-10-15,Africa,Egypt,EGY,Corporate,Technology,Machines,3,0.1,971.22,-78.53
ORD-114407,2023-10-15,APAC,Australia,AUS,Corporate,Technology,Accessories,6,0.1,564.72,80.56
ORD-116954,2023-10-15,Europe,Netherlands,NLD,Consumer,Furniture,Furnishings,2,0.0,283.18,45.09
ORD-104986,2023-10-16,APAC,Japan,JPN,Consumer,Office Supplies,Appliances,6,0.0,2413.8,116.15
ORD-115672,2023-10-16,Europe,Italy,ITA,Corporate,Office Supplies,Paper,2,0.0,41.36,7.48
ORD-114513,2023-10-16,Africa,Egypt,EGY,Consumer,Office Supplies,Labels,7,0.3,111.23,2.92
ORD-112205,2023-10-16,US,Canada,CAN,Consumer,Technology,Copiers,7,0.3,8745.66,301.11
ORD-100328,2023-10-16,APAC,Singapore,SGP,Consumer,Furniture,Chairs,6,0.0,1741.74,210.15
ORD-117928,2023-10-16,US,United States,USA,Home Office,Office Supplies,Appliances,8,0.1,1155.84,27.4
ORD-109612,2023-10-16,Europe,Germany,DEU,Consumer,Furniture,Furnishings,2,0.1,153.46,19.85
ORD-113266,2023-10-16,US,United States,USA,Consumer,Office Supplies,Art,1,0.2,16.99,0.5
ORD-115100,2023-10-16,LATAM,Brazil,BRA,Consumer,Technology,Machines,3,0.1,2647.71,-224.05
ORD-101283,2023-10-16,US,United States,USA,Consumer,Technology,Copiers,8,0.3,7496.48,95.26
ORD-108615,2023-10-17,LATAM,Mexico,MEX,Corporate,Office Supplies,Labels,1,0.0,11.81,2.37
ORD-114009,2023-10-17,Europe,France,FRA,Home Office,Furniture,Chairs,8,0.1,4581.6,-62.19
ORD-107567,2023-10-17,US,United States,USA,Consumer,Office Supplies,Paper,3,0.0,39.54,7.85
ORD-100597,2023-10-17,Europe,Spain,ESP,Consumer,Technology,Accessories,6,0.0,471.36,71.17
ORD-119427,2023-10-17,Europe,Spain,ESP,Home Office,Office Supplies,Appliances,5,0.1,956.5,22.37
ORD-115911,2023-10-17,Middle East,Saudi Arabia,SAU,Consumer,Furniture,Tables,2,0.2,1770.48,-268.8
ORD-110093,2023-10-17,Europe,France,FRA,Consumer,Office Supplies,Labels,7,0.0,157.15,43.94
ORD-109911,2023-10-17,Europe,Netherlands,NLD,Corporate,Technology,Copiers,6,0.2,2831.22,67.11
ORD-105595,2023-10-17,US,United States,USA,Consumer,Office Supplies,Binders,3,0.0,236.04,35.18
ORD-112919,2023-10-17,APAC,India,IND,Consumer,Furniture,Bookcases,5,0.0,1592.35,57.05
ORD-100228,2023-10-17,Europe,United Kingdom,GBR,Home Office,Office Supplies,Appliances,3,0.0,998.67,58.02
ORD-117678,2023-10-17,Europe,France,FRA,Consumer,Office Supplies,Storage,5,0.1,1002.45,-39.82
ORD-118528,2023-10-17,Europe,Germany,DEU,Corporate,Furniture,Chairs,1,0.0,367.9,39.3
ORD-108882,2023-10-18,Europe,United Kingdom,GBR,Consumer,Office Supplies,Art,6,0.1,183.0,9.98
ORD-113369,2023-10-18,US,United States,USA,Consumer,Furniture,Furnishings,4,0.4,690.08,-87.13
ORD-105321,2023-10-18,Africa,South Africa,ZAF,Consumer,Furniture,Bookcases,4,0.0,641.92,32.9
ORD-100684,2023-10-18,US,United States,USA,Consumer,Office Supplies,Labels,2,0.0,42.8,9.36
ORD-118140,2023-10-18,Europe,Germany,DEU,Home Office,Technology,Phones,4,0.0,2570.68,345.72
ORD-100478,2023-10-18,Europe,Spain,ESP,Home Office,Furniture,Furnishings,3,0.0,336.06,31.03
ORD-110633,2023-10-18,Europe,Germany,DEU,Consumer,Technology,Accessories,5,0.1,218.2,36.38
ORD-117250,2023-10-18,US,United States,USA,Consumer,Office Supplies,Appliances,7,0.2,836.08,-56.92
ORD-115524,2023-10-18,APAC,China,CHN,Consumer,Furniture,Tables,2,0.3,1491.34,-390.31
ORD-116045,2023-10-18,Middle East,United Arab Emirates,ARE,Consumer,Office Supplies,Labels,1,0.1,10.74,1.93
ORD-113739,2023-10-18,Europe,Germany,DEU,Home Office,Office Supplies,Paper,1,0.1,45.06,6.91
ORD-106816,2023-10-18,Europe,Germany,DEU,Corporate,Office Supplies,Paper,5,0.1,81.75,12.74
ORD-101378,2023-10-18,Europe,France,FRA,Home Office,Furniture,Chairs,7,0.0,1137.01,123.63
ORD-116208,2023-10-19,Europe,France,FRA,Home Office,Technology,Phones,4,0.1,3360.12,331.37
ORD-100064,2023-10-19,Europe,France,FRA,Corporate,Technology,Phones,8,0.0,8422.0,1100.88
ORD-112926,2023-10-19,Europe,United Kingdom,GBR,Consumer,Furniture,Tables,4,0.0,4388.0,-108.99
ORD-106060,2023-10-19,Europe,France,FRA,Corporate,Furniture,Chairs,8,0.2,4618.56,-189.19
ORD-110485,2023-10-19,Europe,United Kingdom,GBR,Corporate,Furniture,Tables,4,0.0,2364.52,-65.72
ORD-110016,2023-10-19,Europe,United Kingdom,GBR,Corporate,Technology,Machines,1,0.2,547.93,-35.05
ORD-117161,2023-10-19,US,United States,USA,Consumer,Furniture,Furnishings,3,0.0,540.18,92.23
ORD-107794,2023-10-19,US,Canada,CAN,Corporate,Office Supplies,Labels,5,0.0,87.5,18.65
ORD-114238,2023-10-19,APAC,Japan,JPN,Consumer,Office Supplies,Paper,5,0.1,194.65,44.32
ORD-117745,2023-10-19,APAC,Australia,AUS,Consumer,Office Supplies,Art,5,0.0,107.0,9.98
ORD-111842,2023-10-19,APAC,Japan,JPN,Home Office,Office Supplies,Appliances,5,0.0,1418.55,113.49
ORD-111838,2023-10-19,Europe,France,FRA,Corporate,Furniture,Bookcases,4,0.0,2269.08,197.73
ORD-105024,2023-10-19,APAC,India,IND,Home Office,Technology,Copiers,3,0.2,5756.52,21.36
ORD-119847,2023-10-19,US,United States,USA,Home Office,Office Supplies,Art,4,0.1,212.32,25.67
ORD-107764,2023-10-19,APAC,India,IND,Consumer,Office Supplies,Appliances,5,0.0,2063.3,54.8
ORD-118452,2023-10-19,US,United States,USA,Consumer,Technology,Phones,2,0.1,1428.58,131.5
ORD-118430,2023-10-19,US,United States,USA,Consumer,Office Supplies,Labels,4,0.0,12.2,2.52
ORD-101745,2023-10-20,Africa,Nigeria,NGA,Corporate,Office Supplies,Labels,4,0.0,113.4,21.68
ORD-110386,2023-10-20,Africa,Nigeria,NGA,Consumer,Office Supplies,Art,2,0.0,32.9,1.59
ORD-116327,2023-10-20,US,United States,USA,Corporate,Office Supplies,Appliances,2,0.2,587.94,-26.81
ORD-111933,2023-10-20,APAC,India,IND,Corporate,Furniture,Chairs,3,0.3,1135.86,-153.91
ORD-110841,2023-10-20,US,United States,USA,Corporate,Technology,Copiers,5,0.2,6582.1,279.3
ORD-108374,2023-10-20,Europe,Spain,ESP,Corporate,Technology,Machines,3,0.0,4959.78,216.33
ORD-104869,2023-10-20,Europe,United Kingdom,GBR,Consumer,Office Supplies,Binders,2,0.0,126.78,17.12
ORD-119620,2023-10-20,APAC,India,IND,Home Office,Office Supplies,Binders,8,0.2,449.2,-5.47
ORD-105906,2023-10-20,US,United States,USA,Consumer,Furniture,Tables,1,0.1,949.17,-155.76
ORD-114325,2023-10-20,LATAM,Mexico,MEX,Consumer,Furniture,Bookcases,1,0.1,860.37,-77.75
ORD-119850,2023-10-20,Europe,Germany,DEU,Consumer,Office Supplies,Art,5,0.0,206.95,25.39
ORD-115930,2023-10-20,APAC,India,IND,Corporate,Furniture,Bookcases,3,0.3,1173.57,-168.61
ORD-103039,2023-10-20,Europe,France,FRA,Corporate,Technology,Accessories,7,0.2,1849.26,167.08
ORD-112804,2023-10-20,Europe,France,FRA,Consumer,Office Supplies,Storage,4,0.0,157.36,16.72
ORD-104481,2023-10-20,Europe,Germany,DEU,Consumer,Office Supplies,Binders,2,0.0,36.02,6.04
ORD-110764,2023-10-20,APAC,Japan,JPN,Consumer,Office Supplies,Binders,1,0.0,8.02,1.37
ORD-109056,2023-10-21,LATAM,Argentina,ARG,Corporate,Office Supplies,Binders,6,0.0,236.04,13.04
ORD-100459,2023-10-21,LATAM,Mexico,MEX,Home Office,Technology,Phones,1,0.3,1343.66,-117.01
ORD-110046,2023-10-21,US,United States,USA,Consumer,Furniture,Tables,1,0.0,649.0,-46.49
ORD-112584,2023-10-21,US,United States,USA,Consumer,Furniture,Bookcases,1,0.0,784.38,73.4
ORD-118184,2023-10-21,US,Canada,CAN,Corporate,Furniture,Bookcases,4,0.1,2010.0,73.4
ORD-110489,2023-10-21,Europe,Germany,DEU,Consumer,Technology,Copiers,4,0.0,6654.12,1156.07
ORD-106837,2023-10-21,LATAM,Mexico,MEX,Corporate,Furniture,Chairs,2,0.0,399.8,25.76
ORD-114679,2023-10-21,APAC,Australia,AUS,Consumer,Technology,Copiers,2,0.2,2230.36,76.15
ORD-119745,2023-10-21,US,United States,USA,Consumer,Furniture,Chairs,4,0.1,453.68,31.73
ORD-109501,2023-10-21,APAC,Japan,JPN,Consumer,Office Supplies,Paper,2,0.2,85.96,8.5
ORD-113795,2023-10-21,APAC,India,IND,Home Office,Technology,Phones,4,0.2,4640.88,-90.18
ORD-115630,2023-10-21,Africa,South Africa,ZAF,Consumer,Technology,Phones,6,0.0,3787.56,255.61
ORD-117421,2023-10-21,LATAM,Brazil,BRA,Consumer,Technology,Copiers,5,0.0,4332.3,594.51
ORD-110634,2023-10-21,Europe,France,FRA,Consumer,Furniture,Furnishings,4,0.2,151.12,-3.56
ORD-114278,2023-10-21,Europe,France,FRA,Home Office,Furniture,Chairs,7,0.4,1261.89,-179.44
ORD-100390,2023-10-22,Europe,Netherlands,NLD,Home Office,Office Supplies,Paper,7,0.0,247.1,36.98
ORD-112799,2023-10-22,Europe,Italy,ITA,Consumer,Technology,Machines,8,0.4,4789.92,-1275.04
ORD-119877,2023-10-22,Europe,Germany,DEU,Consumer,Office Supplies,Appliances,5,0.0,1520.6,76.8
ORD-119702,2023-10-22,Europe,Germany,DEU,Consumer,Technology,Copiers,7,0.0,7359.87,1474.78
ORD-108412,2023-10-22,US,United States,USA,Consumer,Technology,Copiers,7,0.0,11329.85,2053.71
ORD-110644,2023-10-22,US,United States,USA,Corporate,Furniture,Tables,3,0.0,2653.05,-85.63
ORD-101881,2023-10-22,Europe,Germany,DEU,Corporate,Office Supplies,Storage,1,0.2,291.2,-19.13
ORD-119112,2023-10-22,APAC,Japan,JPN,Consumer,Technology,Accessories,5,0.2,491.8,44.54
ORD-113226,2023-10-22,Africa,Nigeria,NGA,Home Office,Furniture,Furnishings,6,0.0,1013.88,136.75
ORD-118480,2023-10-22,APAC,China,CHN,Corporate,Furniture,Chairs,5,0.0,2190.8,190.22
ORD-108633,2023-10-22,APAC,India,IND,Home Office,Technology,Copiers,3,0.0,4760.79,893.93
ORD-107970,2023-10-22,US,United States,USA,Consumer,Office Supplies,Storage,4,0.0,522.24,59.33
ORD-105870,2023-10-22,Africa,Egypt,EGY,Consumer,Furniture,Chairs,7,0.2,2899.26,-224.95
ORD-108208,2023-10-23,Middle East,United Arab Emirates,ARE,Corporate,Office Supplies,Paper,3,0.1,62.13,8.52
ORD-100563,2023-10-23,Middle East,Saudi Arabia,SAU,Corporate,Office Supplies,Art,1,0.3,39.78,-5.01
ORD-112418,2023-10-23,Middle East,Saudi Arabia,SAU,Consumer,Furniture,Bookcases,5,0.1,2835.15,160.89
ORD-109593,2023-10-23,LATAM,Mexico,MEX,Corporate,Office Supplies,Paper,1,0.4,48.4,-4.48
ORD-113793,2023-10-23,US,United States,USA,Consumer,Furniture,Bookcases,5,0.0,2187.65,227.25
ORD-115091,2023-10-23,APAC,Australia,AUS,Corporate,Office Supplies,Storage,5,0.2,710.5,-79.74
ORD-102782,2023-10-23,Middle East,United Arab Emirates,ARE,Home Office,Office Supplies,Storage,4,0.0,719.84,64.52
ORD-101484,2023-10-23,APAC,Australia,AUS,Consumer,Office Supplies,Labels,1,0.3,23.71,0.21
ORD-108589,2023-10-23,LATAM,Mexico,MEX,Consumer,Technology,Phones,6,0.2,6602.64,122.83
ORD-101495,2023-10-24,US,Canada,CAN,Consumer,Technology,Copiers,7,0.0,4504.71,759.34
ORD-109785,2023-10-24,LATAM,Brazil,BRA,Consumer,Furniture,Chairs,6,0.2,3007.68,-197.61
ORD-119153,2023-10-24,Africa,Egypt,EGY,Home Office,Technology,Copiers,6,0.2,6202.68,67.77
ORD-117008,2023-10-24,APAC,China,CHN,Corporate,Furniture,Furnishings,4,0.0,332.08,51.3
ORD-119378,2023-10-24,APAC,Japan,JPN,Corporate,Furniture,Tables,1,0.0,981.61,-75.43
ORD-101774,2023-10-24,Europe,France,FRA,Corporate,Office Supplies,Storage,4,0.0,303.88,36.61
ORD-116570,2023-10-24,LATAM,Brazil,BRA,Corporate,Office Supplies,Storage,1,0.1,33.9,-0.03
ORD-113127,2023-10-24,Europe,Germany,DEU,Home Office,Office Supplies,Appliances,5,0.0,1782.4,42.8
ORD-115308,2023-10-24,US,Canada,CAN,Consumer,Office Supplies,Appliances,3,0.0,1002.51,71.9
ORD-105313,2023-10-24,US,United States,USA,Corporate,Office Supplies,Binders,7,0.3,66.15,-0.76
ORD-111671,2023-10-24,Europe,Germany,DEU,Home Office,Office Supplies,Appliances,3,0.0,879.33,100.59
ORD-109483,2023-10-24,LATAM,Brazil,BRA,Consumer,Office Supplies,Paper,1,0.2,25.66,-0.47
ORD-106098,2023-10-24,APAC,Australia,AUS,Consumer,Technology,Copiers,6,0.0,10844.58,1418.0
ORD-111606,2023-10-24,US,United States,USA,Consumer,Furniture,Chairs,3,0.0,734.07,112.45
ORD-103720,2023-10-24,Europe,Italy,ITA,Corporate,Office Supplies,Binders,8,0.2,151.84,12.01
ORD-106345,2023-10-24,LATAM,Argentina,ARG,Home Office,Office Supplies,Appliances,4,0.0,1086.4,71.75
ORD-104739,2023-10-24,Europe,United Kingdom,GBR,Consumer,Office Supplies,Appliances,7,0.1,543.48,31.67
ORD-101703,2023-10-24,Europe,Italy,ITA,Consumer,Furniture,Chairs,2,0.0,160.56,2.22
ORD-117851,2023-10-24,Europe,Netherlands,NLD,Home Office,Technology,Machines,5,0.2,1526.3,-146.87
ORD-117996,2023-10-24,US,United States,USA,Consumer,Office Supplies,Art,1,0.0,39.83,4.42
ORD-104164,2023-10-25,APAC,Australia,AUS,Consumer,Office Supplies,Appliances,3,0.4,324.54,-51.03
ORD-103285,2023-10-25,US,United States,USA,Corporate,Office Supplies,Art,3,0.1,44.49,2.36
ORD-109531,2023-10-25,US,United States,USA,Consumer,Office Supplies,Art,4,0.1,182.68,21.29
ORD-108982,2023-10-25,Europe,Italy,ITA,Home Office,Technology,Phones,3,0.0,3192.48,299.55
ORD-111784,2023-10-25,LATAM,Mexico,MEX,Consumer,Office Supplies,Paper,5,0.0,70.35,12.45
ORD-104622,2023-10-25,US,Canada,CAN,Consumer,Technology,Accessories,3,0.3,229.08,-11.95
ORD-114370,2023-10-25,Europe,Netherlands,NLD,Home Office,Office Supplies,Labels,5,0.1,148.75,22.83
ORD-100996,2023-10-25,Africa,South Africa,ZAF,Consumer,Office Supplies,Storage,4,0.0,598.04,44.35
ORD-101864,2023-10-25,APAC,India,IND,Home Office,Furniture,Furnishings,3,0.0,89.13,9.41
ORD-101661,2023-10-26,Middle East,United Arab Emirates,ARE,Consumer,Furniture,Tables,2,0.0,438.16,-27.18
ORD-102531,2023-10-26,APAC,China,CHN,Corporate,Technology,Copiers,5,0.0,5896.05,685.89
ORD-113583,2023-10-26,US,United States,USA,Consumer,Technology,Phones,5,0.0,1368.3,180.23
ORD-116218,2023-10-26,APAC,Australia,AUS,Corporate,Furniture,Tables,2,0.4,1039.4,-295.72
ORD-100307,2023-10-26,US,Canada,CAN,Consumer,Furniture,Furnishings,5,0.2,936.0,-19.64
ORD-103145,2023-10-26,US,United States,USA,Corporate,Technology,Phones,2,0.0,2475.52,374.54
ORD-109843,2023-10-26,Africa,Nigeria,NGA,Corporate,Office Supplies,Labels,7,0.2,144.41,9.7
ORD-119690,2023-10-26,Middle East,United Arab Emirates,ARE,Corporate,Office Supplies,Binders,8,0.0,637.04,81.38
ORD-119736,2023-10-26,LATAM,Mexico,MEX,Consumer,Office Supplies,Art,7,0.1,293.79,15.45
ORD-108739,2023-10-26,US,United States,USA,Consumer,Furniture,Bookcases,5,0.0,1802.65,241.38
ORD-112331,2023-10-26,Europe,Netherlands,NLD,Home Office,Office Supplies,Art,5,0.3,45.5,-4.21
ORD-109557,2023-10-26,Europe,Germany,DEU,Corporate,Furniture,Bookcases,1,0.0,355.61,33.29
ORD-106361,2023-10-26,Europe,Spain,ESP,Corporate,Office Supplies,Labels,4,0.0,35.32,7.32
ORD-108822,2023-10-27,Middle East,United Arab Emirates,ARE,Consumer,Technology,Phones,8,0.1,2946.64,159.63
ORD-118234,2023-10-27,Europe,United Kingdom,GBR,Consumer,Furniture,Tables,5,0.0,1266.0,-59.37
ORD-106240,2023-10-27,Europe,Spain,ESP,Consumer,Office Supplies,Storage,5,0.1,1475.15,-0.8
ORD-112590,2023-10-27,Europe,France,FRA,Consumer,Furniture,Chairs,3,0.0,1011.72,89.18
ORD-105741,2023-10-27,US,United States,USA,Consumer,Technology,Accessories,7,0.1,1643.53,281.5
ORD-108331,2023-10-27,US,United States,USA,Consumer,Office Supplies,Binders,1,0.2,34.74,3.78
ORD-104032,2023-10-27,APAC,China,CHN,Consumer,Technology,Machines,7,0.0,1595.37,-1.02
ORD-106143,2023-10-27,Europe,Spain,ESP,Corporate,Office Supplies,Appliances,8,0.0,2318.4,97.66
ORD-112689,2023-10-28,APAC,India,IND,Consumer,Office Supplies,Binders,5,0.0,270.8,33.34
ORD-117857,2023-10-28,US,United States,USA,Home Office,Office Supplies,Binders,7,0.4,483.56,-32.25
ORD-116644,2023-10-28,APAC,China,CHN,Consumer,Furniture,Furnishings,3,0.0,316.62,34.54
ORD-103104,2023-10-28,US,United States,USA,Consumer,Technology,Copiers,5,0.2,5720.75,2.85
ORD-114124,2023-10-28,APAC,India,IND,Home Office,Office Supplies,Paper,1,0.1,13.58,1.07
ORD-100533,2023-10-28,Europe,United Kingdom,GBR,Corporate,Technology,Phones,7,0.0,8101.66,1716.94
ORD-101750,2023-10-28,Africa,Egypt,EGY,Consumer,Office Supplies,Paper,1,0.2,23.67,1.1
ORD-118679,2023-10-28,Europe,Netherlands,NLD,Corporate,Furniture,Bookcases,1,0.4,577.75,-74.34
ORD-119013,2023-10-28,US,United States,USA,Consumer,Office Supplies,Labels,3,0.2,65.64,9.07
ORD-114385,2023-10-29,LATAM,Argentina,ARG,Corporate,Furniture,Chairs,5,0.1,654.6,3.31
ORD-105622,2023-10-29,US,Canada,CAN,Corporate,Technology,Phones,7,0.0,4864.72,457.66
ORD-113716,2023-10-29,Africa,Nigeria,NGA,Home Office,Office Supplies,Labels,2,0.4,7.24,-0.33
ORD-119746,2023-10-29,APAC,China,CHN,Consumer,Technology,Phones,8,0.3,10923.12,-850.03
ORD-103272,2023-10-29,APAC,Singapore,SGP,Consumer,Office Supplies,Art,7,0.2,312.06,12.97
ORD-118545,2023-10-29,APAC,Japan,JPN,Corporate,Furniture,Chairs,8,0.0,4346.8,409.51
ORD-118497,2023-10-29,APAC,China,CHN,Consumer,Office Supplies,Storage,8,0.0,1811.84,110.23
ORD-106131,2023-10-29,Africa,Egypt,EGY,Consumer,Furniture,Chairs,2,0.2,1165.18,-123.6
ORD-102452,2023-10-29,US,United States,USA,Corporate,Office Supplies,Art,4,0.0,131.36,15.37
ORD-107106,2023-10-29,APAC,Australia,AUS,Consumer,Furniture,Furnishings,6,0.2,830.94,32.34
ORD-117559,2023-10-29,US,United States,USA,Corporate,Office Supplies,Labels,1,0.0,25.27,5.88
ORD-118237,2023-10-29,US,United States,USA,Home Office,Office Supplies,Labels,8,0.2,178.08,20.99
ORD-101847,2023-10-29,US,United States,USA,Consumer,Technology,Machines,5,0.3,8931.3,-1276.4
ORD-105955,2023-10-29,Middle East,Saudi Arabia,SAU,Consumer,Technology,Machines,1,0.0,811.87,-13.78
ORD-114495,2023-10-29,APAC,Japan,JPN,Home Office,Furniture,Tables,3,0.1,717.39,-56.87
ORD-106626,2023-10-30,US,United States,USA,Corporate,Technology,Accessories,8,0.0,530.88,113.8
ORD-111299,2023-10-30,US,United States,USA,Home Office,Office Supplies,Paper,6,0.2,155.94,24.73
ORD-101632,2023-10-30,APAC,China,CHN,Consumer,Office Supplies,Labels,7,0.0,103.04,17.23
ORD-107703,2023-10-30,Europe,Germany,DEU,Corporate,Technology,Copiers,5,0.2,8478.5,491.84
ORD-119755,2023-10-30,Middle East,United Arab Emirates,ARE,Corporate,Office Supplies,Appliances,8,0.0,3357.04,338.18
ORD-115663,2023-10-30,APAC,China,CHN,Consumer,Furniture,Furnishings,3,0.0,214.83,27.97
ORD-108999,2023-10-30,APAC,Singapore,SGP,Corporate,Furniture,Furnishings,3,0.3,94.53,-0.18
ORD-118673,2023-10-30,Africa,Egypt,EGY,Consumer,Technology,Machines,1,0.3,382.93,-66.48
ORD-112441,2023-10-30,APAC,China,CHN,Consumer,Furniture,Bookcases,7,0.0,4695.39,108.29
ORD-119984,2023-10-30,APAC,Japan,JPN,Consumer,Office Supplies,Storage,1,0.1,166.88,8.93
ORD-107446,2023-10-30,Europe,Spain,ESP,Consumer,Furniture,Bookcases,6,0.0,5350.26,200.32
ORD-112141,2023-10-30,Europe,Italy,ITA,Consumer,Office Supplies,Storage,1,0.0,275.96,22.93
ORD-115878,2023-10-30,Africa,Nigeria,NGA,Consumer,Office Supplies,Labels,2,0.3,42.76,-3.28
ORD-114983,2023-10-30,US,Canada,CAN,Consumer,Office Supplies,Paper,1,0.0,42.09,7.56
ORD-108530,2023-10-30,LATAM,Mexico,MEX,Consumer,Technology,Accessories,5,0.1,1208.35,74.58
ORD-118852,2023-10-30,US,United States,USA,Home Office,Furniture,Furnishings,3,0.0,359.7,58.91
ORD-100299,2023-10-31,US,United States,USA,Consumer,Furniture,Bookcases,4,0.1,672.68,9.71
ORD-102709,2023-10-31,Europe,United Kingdom,GBR,Home Office,Office Supplies,Storage,3,0.0,749.37,88.44
ORD-103047,2023-10-31,Europe,Germany,DEU,Consumer,Technology,Copiers,4,0.1,6640.16,1275.83
ORD-102509,2023-10-31,APAC,China,CHN,Consumer,Office Supplies,Binders,1,0.4,61.8,-7.92
ORD-109309,2023-10-31,US,United States,USA,Consumer,Furniture,Furnishings,6,0.0,644.58,90.26
ORD-116371,2023-10-31,LATAM,Brazil,BRA,Consumer,Office Supplies,Binders,4,0.1,274.92,25.67
ORD-119436,2023-10-31,US,United States,USA,Home Office,Office Supplies,Binders,2,0.0,139.84,23.89
ORD-107336,2023-10-31,APAC,Australia,AUS,Consumer,Office Supplies,Binders,5,0.1,243.6,25.9
